5,1
7,1
8,1
10,1
14,1
19,18
22,18
35,29
36,29
43,29
45,29
55,53
33,53
59,53
64,53
66,53
44,53
45,53
49,53
51,53
77,74
32,74
79,74
80,74
83,74
84,74
85,74
87,74
88,74
92,74
99,74
101,74
102,74
103,74
113,104
114,104
116,104
137,117
142,117
144,117
145,117
81,155
82,155
34,181
60,181
201,181
205,204
206,204
207,204
35,204
222,218
223,218
225,218
227,226
229,226
239,226
241,226
248,226
251,249
83,258
33,258
47,258
260,258
107,262
82,262
265,262
33,262
266,262
47,262
274,272
78,272
4,272
276,272
277,272
37,272
115,272
279,272
280,272
281,272
284,272
285,272
250,290
292,291
293,291
294,291
297,295
306,300
319,300
320,300
328,300
133,329
330,329
332,329
137,329
340,329
350,349
294,364
119,367
368,367
32,367
83,367
83,367
377,376
381,380
2,384
12,384
389,387
393,387
402,401
403,401
413,412
414,412
417,412
432,428
378,428
435,434
443,442
444,442
446,442
447,442
448,442
451,442
452,442
453,442
329,442
454,442
459,442
39,460
172,460
243,460
475,474
12,474
13,474
2,481
484,481
66,481
491,481
493,492
296,492
502,492
250,510
513,511
525,520
543,536
547,536
548,536
557,552
560,552
566,562
567,562
35,571
576,571
45,571
578,571
49,571
181,571
473,571
582,581
583,581
587,581
588,581
591,590
593,590
467,590
137,590
599,590
602,601
369,604
606,604
614,613
615,613
618,616
619,616
626,624
631,630
633,632
634,632
319,637
108,645
523,664
674,669
675,669
676,669
681,677
683,677
243,677
695,691
181,691
699,697
700,697
703,697
706,697
707,697
378,697
711,709
111,709
717,709
718,709
720,719
722,721
728,727
741,740
743,740
746,740
748,740
752,740
475,740
757,740
762,740
764,740
766,740
6,740
7,740
771,740
772,740
775,740
778,740
782,740
783,740
786,740
792,740
794,740
16,740
803,801
809,808
526,808
822,821
679,821
824,821
826,821
827,821
828,821
830,821
831,821
838,821
839,821
845,612
852,851
854,853
111,855
579,855
864,855
866,855
228,867
244,867
872,867
874,873
875,873
420,873
877,873
878,873
879,873
41,873
293,873
100,873
882,873
478,888
890,888
891,888
895,894
902,900
777,900
886,900
909,903
253,903
910,903
112,903
912,903
913,903
914,903
925,921
80,921
369,921
41,921
42,921
939,938
941,547
942,547
540,547
58,547
33,547
615,547
945,547
946,547
950,948
953,948
954,948
561,948
957,955
959,955
411,966
404,970
722,970
971,970
973,972
975,974
976,974
978,974
406,974
420,980
981,980
982,980
983,980
984,980
985,980
292,986
988,986
450,986
990,986
993,986
994,986
998,997
1001,997
1002,997
1003,997
1004,997
1013,1010
1024,1021
501,1021
504,1021
1030,1029
827,1029
1034,1029
1039,1038
1047,1038
